Line 1 | EMAIL Test0@MAIL.RU | phone 8(912)120-40-60 | date 1/1/23 | random ###@@@ UNPARSED_DATE 99-99-9999 BAD_PHONE 12345
Line 489 | EMAIL Test488@MAIL.RU | phone 8(912)128-48-68 | date 13/9/23 | random ###@@@
Line 490 | EMAIL Test489@MAIL.RU | phone 8(912)129-49-69 | date 14/10/23 | random ###@@@
Line 491 | EMAIL Test490@MAIL.RU | phone 8(912)120-40-60 | date 15/11/23 | random ###@@@ UNPARSED_DATE 99-99-9999
Line 492 | EMAIL Test491@MAIL.RU | phone 8(912)121-41-61 | date 16/12/23 | random ###@@@
Line 493 | EMAIL Test492@MAIL.RU | phone 8(912)122-42-62 | date 17/1/23 | random ###@@@
Line 494 | EMAIL Test493@MAIL.RU | phone 8(912)123-43-63 | date 18/2/23 | random ###@@@
Line 495 | EMAIL Test494@MAIL.RU | phone 8(912)124-44-64 | date 19/3/23 | random ###@@@
Line 496 | EMAIL Test495@MAIL.RU | phone 8(912)125-45-65 | date 20/4/23 | random ###@@@ BAD_PHONE 12345
Line 497 | EMAIL Test496@MAIL.RU | phone 8(912)126-46-66 | date 21/5/23 | random ###@@@
Line 498 | EMAIL Test497@MAIL.RU | phone 8(912)127-47-67 | date 22/6/23 | random ###@@@ UNPARSED_DATE 99-99-9999
Line 499 | EMAIL Test498@MAIL.RU | phone 8(912)128-48-68 | date 23/7/23 | random ###@@@
Line 500 | EMAIL Test499@MAIL.RU | phone 8(912)129-49-69 | date 24/8/23 | random ###@@@
